1:6300101:Arroz (polido, parboilizado, agulha, agulhinha, etc.):99:Não se aplica:135.62:2.50:1.20:27.78:1.55
2:6300201:Arroz integral:99:Não se aplica:130.95:2.56:1.97:25.56:2.72
3:6300701:Milho (em grão):1:Cru(a):160.14:3.32:7.18:25.11:4.25
4:6300701:Milho (em grão):2:Cozido(a):160.14:3.32:7.18:25.11:4.25
5:6300701:Milho (em grão):3:Grelhado(a)/brasa/churrasco:160.14:3.32:7.18:25.11:4.25
6:6300701:Milho (em grão):4:Assado(a):160.14:3.32:7.18:25.11:4.25
7:6300701:Milho (em grão):7:Refogado(a):160.14:3.32:7.18:25.11:4.25
8:6300701:Milho (em grão):13:Ensopado:160.14:3.32:7.18:25.11:4.25
9:6300701:Milho (em grão):99:Não se aplica:160.14:3.32:7.18:25.11:4.25
10:6300706:Canjiquinha de milho em grão:1:Cru(a):79.68:1.24:2.20:13.50:0.67
11:6300706:Canjiquinha de milho em grão:2:Cozido(a):62.95:1.24:0.31:13.50:0.67
12:6300706:Canjiquinha de milho em grão:13:Ensopado:79.68:1.24:2.20:13.50:0.67
13:6300706:Canjiquinha de milho em grão:14:Mingau:62.95:1.24:0.31:13.50:0.67
14:6300706:Canjiquinha de milho em grão:15:Sopa:31.44:0.95:0.12:7.01:0.71
15:6300706:Canjiquinha de milho em grão:99:Não se aplica:62.95:1.24:0.31:13.50:0.67
16:6300707:Xerém de milho:99:Não se aplica:62.95:1.24:0.31:13.50:0.67
17:6301001:Amendoim (em grão) in natura:99:Não se aplica:567.00:25.80:49.24:16.13:8.50
18:6301101:Ervilha em grão:99:Não se aplica:109.09:5.36:3.06:15.63:5.50
19:6301201:Fava (em grão):99:Não se aplica:85.62:4.80:3.17:10.10:3.60
20:6301204:Mangalô amargo em grão:99:Não se aplica:85.62:4.80:3.17:10.10:3.60
21:6301603:Feijão-de-corda:99:Não se aplica:121.33:3.17:3.13:20.32:5.00
22:6301634:Feijão-verde:99:Não se aplica:121.33:3.17:3.13:20.32:5.00
23:6302001:Semente de linhaça:99:Não se aplica:534.00:18.29:42.16:28.88:27.30
24:6302602:Andu:99:Não se aplica:97.41:5.84:1.79:15.05:3.78
25:6302801:Grão de bico:99:Não se aplica:188.48:8.86:5.36:27.42:7.60
26:6302901:Lentilha:99:Não se aplica:136.28:9.02:2.67:20.13:5.86
27:6303001:Soja em grão:99:Não se aplica:196.34:16.64:11.61:9.93:6.00
28:6303102:Feijão (preto, mulatinho, roxo, rosinha, etc.):99:Não se aplica:97.41:5.84:1.79:15.05:3.78
29:6303501:Quirera não especificada:99:Não se aplica:62.95:1.24:0.31:13.50:0.67
30:6304034:Feijão-verde orgânico:99:Não se aplica:121.33:3.17:3.13:20.32:5.00
31:6304101:Feijão orgânico:99:Não se aplica:97.41:5.84:1.79:15.05:3.78
32:6304201:Pipoca  light:99:Não se aplica:445.94:10.77:17.78:64.85:12.07
33:6304301:Arroz  orgânico:99:Não se aplica:135.62:2.50:1.20:27.78:1.55
34:6304401:Arroz integral orgânico:99:Não se aplica:130.95:2.56:1.97:25.56:2.72
35:6304602:Feijão-de-soja orgânico:99:Não se aplica:196.34:16.64:11.61:9.93:6.00
36:6304901:Quinoa:99:Não se aplica:135.47:4.37:4.33:19.83:2.16
37:6400101:Batata-inglesa:1:Cru(a):86.00:1.71:0.10:20.01:2.05
38:6400101:Batata-inglesa:2:Cozido(a):86.00:1.71:0.10:20.01:2.05
39:6400101:Batata-inglesa:3:Grelhado(a)/brasa/churrasco:86.00:1.71:0.10:20.01:2.05
40:6400101:Batata-inglesa:4:Assado(a):86.00:1.71:0.10:20.01:2.05
41:6400101:Batata-inglesa:5:Frito(a):263.50:2.87:13.64:33.60:3.44
42:6400101:Batata-inglesa:7:Refogado(a):111.74:1.71:3.01:20.01:2.05
43:6400101:Batata-inglesa:8:Molho vermelho:73.60:1.63:0.12:17.08:1.94
44:6400101:Batata-inglesa:9:Molho branco:101.39:2.15:2.57:17.86:1.68
45:6400101:Batata-inglesa:10:Ao alho e óleo:263.50:2.87:13.64:33.60:3.44
46:6400101:Batata-inglesa:11:Com manteiga/óleo:111.74:1.71:3.01:20.01:2.05
47:6400101:Batata-inglesa:13:Ensopado:111.74:1.71:3.01:20.01:2.05
48:6400101:Batata-inglesa:15:Sopa:31.44:0.95:0.12:7.01:0.71
49:6400101:Batata-inglesa:99:Não se aplica:86.00:1.71:0.10:20.01:2.05
50:6400303:Mandioquinha salsa (batata-baroa):2:Cozido(a):76.00:1.37:0.14:17.72:2.50
51:6400303:Mandioquinha salsa (batata-baroa):7:Refogado(a):91.74:1.37:1.92:17.72:2.50
52:6400303:Mandioquinha salsa (batata-baroa):13:Ensopado:91.74:1.37:1.92:17.72:2.50
53:6400303:Mandioquinha salsa (batata-baroa):99:Não se aplica:76.00:1.37:0.14:17.72:2.50
54:6400304:Cenoura amarela (batata-baroa):99:Não se aplica:76.00:1.37:0.14:17.72:2.50
55:6400401:Batata-doce:1:Cru(a):76.00:1.37:0.14:17.72:2.50
56:6400401:Batata-doce:2:Cozido(a):76.00:1.37:0.14:17.72:2.50
57:6400401:Batata-doce:4:Assado(a):90.00:2.01:0.15:20.71:3.30
58:6400401:Batata-doce:5:Frito(a):351.28:4.40:12.59:56.88:8.03
59:6400401:Batata-doce:7:Refogado(a):91.74:1.37:1.92:17.72:2.50
